pathway	pval	padj	ES	NES	nMoreExtreme	size
HALLMARK_PANCREAS_BETA_CELLS	0.13785725751771163	0.16811860672891663	0.36660057354739123	1.2733325770862955	57538	28
HALLMARK_PEROXISOME	0.077604667643466893	0.1021114047940354	-0.30310893389619314	-1.285740730174833	50263	101
HALLMARK_PI3K_AKT_MTOR_SIGNALING	1.702088152692781e-5	5.006141625567003e-5	-0.4629595696497383	-1.9573651515204995	10	99
HALLMARK_PROTEIN_SECRETION	0.006587487527252367	0.011763370584379228	-0.3737967546022183	-1.553027573804381	4211	89
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	2.3168681238663895e-5	6.435744788517748e-5	-0.5648202134194594	-2.081510354111779	13	47
HALLMARK_SPERMATOGENESIS	0.04429839196010665	0.06152554438903702	-0.31258410732563713	-1.343969405619129	28941	110
HALLMARK_TGF_BETA_SIGNALING	0.04266860319297343	0.06095514741853347	-0.37589299648387436	-1.4193980034437805	26028	53
HALLMARK_TNFA_SIGNALING_VIA_NFKB	1.428546939195328e-6	7.410926224970524e-6	-0.47962198099962705	-2.236417208615296	0	199
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1.5285705114291216e-6	7.410926224970524e-6	-0.5168258981920626	-2.225335229957727	0	111
HALLMARK_UV_RESPONSE_DN	0.007179284803594196	0.012378077247576199	0.3001278315595045	1.4461433331849132	2364	140
HALLMARK_UV_RESPONSE_UP	6.032827409636338e-5	1.4363874784848423e-4	-0.388018358763731	-1.7527959155701975	40	155
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.5277418555679425	0.5675104818693136	0.2523490224880075	0.9566681981101091	213022	40
HALLMARK_XENOBIOTIC_METABOLISM	0.07367091417082278	0.09955528942003078	0.2409907763708594	1.2082187874408254	22570	185
